steering_angle,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_7,sample_6,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,f0_0,f0_1,f0_2,f0_3,f0_4,f0_5,f0_6,f0_7,f0_8,f0_9,f0_10,f0_11,f0_12,f0_13,f0_14,f0_15,f0_16,f0_17,f0_18,f0_19,f0_20,f0_21,f0_22,f0_23
24,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.41017827,0.30372268,0.35122645,0.37309957,0.28209218,0.4526475,0.2045662,0.53732115,0.121776216,0.63292205,0.034764774,0.7404297,0.54749703,0.31117553,0.6101789,0.3866884,0.67329097,0.47338456,0.73756015,0.5674363,0.8095089,0.66960835,0.88327456,0.78627205
22,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.40637255,0.30422163,0.35015067,0.3725246,0.28295127,0.45110875,0.20668569,0.5345957,0.12495678,0.6286717,0.037913557,0.7349427,0.5455893,0.31340033,0.61225533,0.389869,0.6780335,0.4775955,0.7443278,0.57256436,0.81879836,0.67634356,0.89360684,0.79351264
28,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.39877522,0.29742587,0.34532502,0.3666373,0.27972564,0.44695547,0.20489752,0.53184617,0.12456316,0.62770796,0.038764596,0.73567224,0.53665626,0.30466795,0.6051511,0.3802974,0.67220587,0.46728802,0.7395958,0.56146395,0.8150051,0.66402376,0.8911327,0.78105664
28,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.4024232,0.29608148,0.3481925,0.36429906,0.28173262,0.44233963,0.20569074,0.52507746,0.12395223,0.6186261,0.036480665,0.7241835,0.5431571,0.30730408,0.61262417,0.38522235,0.6802808,0.4746474,0.7480748,0.571087,0.8236281,0.6766064,0.8998122,0.79556245
28,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.39297634,0.31111467,0.3421818,0.3774792,0.27822813,0.45488277,0.2045905,0.53628576,0.12539688,0.62853825,0.039423015,0.7326836,0.53541625,0.3207829,0.60714525,0.39676696,0.6759878,0.4839337,0.7441062,0.57758456,0.82085526,0.68031496,0.8969081,0.79618853
28,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.39653295,0.31252372,0.34769613,0.37833786,0.28559244,0.45527357,0.21382251,0.5367713,0.13637267,0.628912,0.051543638,0.7328067,0.5360147,0.3215699,0.6078345,0.39599457,0.6760558,0.48202705,0.7445593,0.5753374,0.82148147,0.67709756,0.8965099,0.7917647
28,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38645136,0.31757444,0.3378261,0.38305455,0.27609688,0.4607839,0.20482948,0.5423911,0.12851775,0.63439983,0.044298604,0.73955107,0.52427727,0.32525733,0.5951473,0.398892,0.6627558,0.48373836,0.7303016,0.57542706,0.8063657,0.6761418,0.88113165,0.78997374
22,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3736162,0.32096082,0.32787764,0.38425583,0.26757175,0.46065003,0.19765288,0.5397364,0.12287613,0.62931764,0.04074101,0.73177236,0.51156044,0.3308093,0.5838195,0.40475994,0.65175796,0.49015588,0.718941,0.5821892,0.7944701,0.68302065,0.86851573,0.79699755
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.36643654,0.33017457,0.32179794,0.3933766,0.2625132,0.46951246,0.19390775,0.5489486,0.12080171,0.6383216,0.041259672,0.740983,0.49939603,0.33929014,0.5683982,0.4120081,0.63388926,0.49626815,0.6989467,0.5878181,0.7714697,0.6873865,0.8434147,0.80051184
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3474315,0.32868907,0.30247006,0.39483464,0.24479622,0.47346565,0.17772074,0.55689895,0.10699299,0.64946496,0.030226272,0.7560067,0.47819912,0.33417493,0.5463375,0.40495938,0.61335397,0.48837596,0.6779094,0.57717395,0.7519741,0.6749995,0.8245392,0.78853047
20,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3484737,0.32763934,0.30442044,0.3931241,0.24704978,0.47103414,0.17984778,0.5533358,0.10880678,0.6448232,0.031589694,0.7505799,0.4786597,0.33501703,0.54743975,0.40748367,0.61469615,0.49194872,0.6795697,0.58245623,0.7537201,0.68205595,0.82594633,0.79646
22,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.35241625,0.32044584,0.30748343,0.3844201,0.24930923,0.4609037,0.18153672,0.54136735,0.10999176,0.63128173,0.032507267,0.73477983,0.48190725,0.3291453,0.5496852,0.40080416,0.6154184,0.48551288,0.6792619,0.57579386,0.7516004,0.6747788,0.82260466,0.7887102
24,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.36757088,0.3241158,0.3160154,0.3877372,0.2528345,0.46398574,0.18112764,0.54343146,0.10585045,0.6326064,0.026590891,0.7349806,0.49820745,0.3328852,0.559728,0.40445095,0.62066483,0.48868847,0.6804351,0.5788808,0.7485749,0.6773876,0.81729007,0.789867
24,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38298818,0.31793147,0.32967466,0.3814542,0.26439178,0.4568038,0.18991028,0.53531784,0.111567974,0.62351596,0.029045641,0.7248652,0.51615304,0.33038047,0.57907593,0.40541077,0.6402563,0.49231577,0.7013976,0.5864072,0.7698927,0.68852043,0.83930266,0.80381733
24,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3951128,0.30765277,0.3422982,0.3705286,0.27747306,0.442994,0.20215707,0.5197194,0.12248321,0.60556805,0.037062872,0.704168,0.52932096,0.32582814,0.5947094,0.40478104,0.6575942,0.49525136,0.7212555,0.5934916,0.79169226,0.70049167,0.86217886,0.8199879
24,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.39310285,0.31472355,0.34550613,0.37692636,0.2851621,0.44914526,0.2144416,0.52683663,0.13925722,0.61296475,0.056288626,0.7128961,0.5255282,0.33020854,0.59241056,0.4065137,0.65572166,0.49425843,0.72061837,0.59066594,0.79260933,0.69507766,0.8628106,0.81190246
24,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3733295,0.3240477,0.3291152,0.38835862,0.27006078,0.4644891,0.20087828,0.5448195,0.12730333,0.6347921,0.045629576,0.7377511,0.5086136,0.33430898,0.58046603,0.40925068,0.64775294,0.4953701,0.71500564,0.58900243,0.78990227,0.6909523,0.86230886,0.8061483
24,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3762095,0.3302384,0.33467197,0.396438,0.27795258,0.47397244,0.21029902,0.55695057,0.13828406,0.64886713,0.057024505,0.75354946,0.51266766,0.3404429,0.58837175,0.41701224,0.65929997,0.5042487,0.7298967,0.6000019,0.8079642,0.7042413,0.8827341,0.82097185
26,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3802672,0.33099383,0.33115318,0.39582348,0.26828068,0.47235826,0.19631308,0.55276966,0.12003314,0.64302045,0.03710217,0.74548674,0.5201377,0.339788,0.5892364,0.41375685,0.6547564,0.4987222,0.71939826,0.59077704,0.7922602,0.6907748,0.86519396,0.8041855
26,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38374788,0.3351732,0.33346266,0.4000113,0.27019387,0.476471,0.19804865,0.556912,0.12167977,0.6475935,0.039127093,0.75014806,0.52236193,0.34361866,0.5896307,0.41682804,0.6536813,0.5009661,0.7173476,0.5924228,0.7893994,0.6918583,0.8618548,0.80435556
26,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38453835,0.3358624,0.33401984,0.40109026,0.27105615,0.4787179,0.19932184,0.56069493,0.12342906,0.65283525,0.041630127,0.75731885,0.5221007,0.34195888,0.58811474,0.41385135,0.6515444,0.49675876,0.71538293,0.5870502,0.7873683,0.6850666,0.85935915,0.7968644
26,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38769937,0.33844692,0.335634,0.40235984,0.27186018,0.47851753,0.19968659,0.55907404,0.12356076,0.6495037,0.04224633,0.75252694,0.5245844,0.34533012,0.5883726,0.41632104,0.6498986,0.4987123,0.7119853,0.5885376,0.7819206,0.6859728,0.8525669,0.796903
26,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38771486,0.34024706,0.33500704,0.40441614,0.27108467,0.47999847,0.19911718,0.5610609,0.12359881,0.65098435,0.042814404,0.7533907,0.52317774,0.34751216,0.5852294,0.41795236,0.6461178,0.50069743,0.70670545,0.5901504,0.7756213,0.6874619,0.845543,0.79872453
26,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38533023,0.34646255,0.33091208,0.41068977,0.26639935,0.48630366,0.19411817,0.5673781,0.1183576,0.65754354,0.038485684,0.75966376,0.5188918,0.35251814,0.5781076,0.4219404,0.63696074,0.5036596,0.6953208,0.5918032,0.7623324,0.6875242,0.831233,0.7976551
26,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3881931,0.34347168,0.33127445,0.40709943,0.264879,0.48240513,0.19054458,0.5624217,0.11246234,0.6520376,0.031429417,0.7537603,0.5230314,0.35107154,0.5814905,0.4221621,0.6400181,0.50498813,0.6981238,0.5945055,0.76502097,0.6917298,0.8336964,0.80311084
26,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38690788,0.34695587,0.33130425,0.41193396,0.26591057,0.48795587,0.19229828,0.5691346,0.11462459,0.65971935,0.03339135,0.76254326,0.5208718,0.3541453,0.57985115,0.4270548,0.63860226,0.51047194,0.69760954,0.60138667,0.76497704,0.6996851,0.83319724,0.81175476
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.37584582,0.3463515,0.3195881,0.4118973,0.25522184,0.48924685,0.1831348,0.5719787,0.1070603,0.6648909,0.028740514,0.769119,0.5060103,0.35024467,0.56365126,0.4200716,0.6218964,0.5025581,0.6793839,0.59056604,0.74657893,0.6858624,0.81581837,0.7983485
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.37103397,0.34074837,0.31671727,0.40508956,0.25284088,0.4815805,0.18106906,0.5622095,0.10577766,0.65276146,0.027356505,0.75623107,0.500558,0.34717843,0.5592203,0.4181627,0.6178014,0.501761,0.6754987,0.59091914,0.74213684,0.6879033,0.8109068,0.8004921
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.37710822,0.34488916,0.32005343,0.40935647,0.25454503,0.4861092,0.18168114,0.5671022,0.10532693,0.65826344,0.02679021,0.76215863,0.50684315,0.34970856,0.56235445,0.41935146,0.61845756,0.5014092,0.67450535,0.58932126,0.73936087,0.684479,0.8072445,0.79533446
18,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3697588,0.34027642,0.31682467,0.4042363,0.25429544,0.480986,0.18399172,0.56237686,0.11081951,0.65272516,0.03372773,0.7565462,0.49686712,0.3449696,0.55469024,0.41384166,0.612466,0.49587637,0.6697036,0.5831946,0.7355393,0.67851126,0.80258965,0.78855693
24,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38036042,0.3333804,0.32771736,0.39670324,0.2641217,0.472755,0.19205198,0.55220854,0.11702863,0.64152527,0.03764803,0.7442429,0.50863016,0.34148523,0.56704724,0.4129601,0.6247916,0.4963854,0.68308365,0.58668363,0.74887073,0.68500555,0.81594044,0.7961254
28,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38058707,0.332493,0.32561946,0.39718968,0.25914308,0.47410473,0.18466115,0.5544187,0.1062925,0.6451044,0.024391547,0.7482881,0.5156464,0.34118515,0.5767677,0.41469294,0.6371254,0.499982,0.6976088,0.59150743,0.76603585,0.69151837,0.8357177,0.805097
28,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.39461693,0.3279298,0.33356676,0.39249945,0.26304683,0.46698344,0.18477654,0.5453011,0.1022193,0.6341994,0.017701473,0.7344297,0.53224874,0.33984298,0.5899961,0.4153824,0.6476813,0.5022538,0.7056104,0.5959768,0.7713229,0.69758517,0.83886194,0.8123399
30,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.39485848,0.32989854,0.3351547,0.39407575,0.2653484,0.46934897,0.18780583,0.5481111,0.10642999,0.6371676,0.021760829,0.7382718,0.53210247,0.34071794,0.5908781,0.41505224,0.64936656,0.5006914,0.70808053,0.5931307,0.7747316,0.6940105,0.8432934,0.80774474
30,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.39281914,0.3293699,0.33401114,0.39419448,0.26489288,0.46946877,0.18763614,0.54877084,0.10644801,0.63798356,0.02199532,0.7391727,0.5299109,0.34068087,0.58921456,0.41589358,0.64822054,0.5023304,0.70726013,0.59567827,0.7744391,0.6973822,0.8428297,0.8119354
30,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38847977,0.32697234,0.3303925,0.39108855,0.26215392,0.46631208,0.18591829,0.5452882,0.10592078,0.63430834,0.023804568,0.73513377,0.52211624,0.33706954,0.5794685,0.4105165,0.6363534,0.4960932,0.6935174,0.58827597,0.75814897,0.68821,0.82534385,0.8014549
22,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.39105535,0.3291794,0.32904,0.39362192,0.25864565,0.46904743,0.18121527,0.5479892,0.09975138,0.63779557,0.018189307,0.7389298,0.5243033,0.33757982,0.5770844,0.40973085,0.630847,0.4940133,0.68471587,0.5847626,0.7466795,0.6824286,0.81248397,0.79475963
16,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38735253,0.32922232,0.32306343,0.39325398,0.25304973,0.46757165,0.1757815,0.54585624,0.094617955,0.63484085,0.015975066,0.73552895,0.514439,0.33692765,0.56120193,0.4085555,0.61026067,0.49230602,0.6593896,0.5828817,0.71674263,0.6791581,0.77841747,0.79138964
20,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3869859,0.32463336,0.31888282,0.3885467,0.24768418,0.4612221,0.16944167,0.53812027,0.086687304,0.62677014,0.01039267,0.72641456,0.51104546,0.33269808,0.55190086,0.403785,0.59666014,0.4874189,0.6408471,0.57811606,0.69352794,0.67307866,0.75212646,0.78675556
26,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.39608052,0.32833266,0.3253113,0.39279217,0.25240183,0.46652544,0.17310326,0.54459476,0.09001559,0.6343745,0.013932787,0.73546064,0.51987684,0.33316725,0.5564561,0.40198463,0.59823096,0.4832139,0.639619,0.5714641,0.6901512,0.66367567,0.7478007,0.77486694
30,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.42821708,0.32952476,0.35119656,0.39370066,0.2726074,0.4671883,0.18717605,0.544943,0.099635206,0.6326411,0.018313125,0.7330113,0.55593234,0.33626804,0.5889995,0.40618694,0.62836874,0.48795375,0.6678961,0.57714796,0.7162883,0.67172813,0.77052623,0.78217804
30,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.4394071,0.32996595,0.37058038,0.392963,0.2966941,0.4674477,0.21587905,0.5469723,0.1326034,0.6346561,0.048599176,0.73679125,0.56793916,0.33747813,0.6108064,0.40816867,0.6576422,0.4904229,0.70692074,0.5812822,0.7639114,0.6780435,0.82470375,0.7877358
30,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.4339019,0.32717568,0.37070674,0.391949,0.30036053,0.4676885,0.22201225,0.54948455,0.13941982,0.6403854,0.05327028,0.744118,0.56867915,0.33534083,0.6230947,0.4084928,0.67894936,0.49259222,0.7381898,0.5853201,0.80504006,0.68531466,0.87295556,0.7985882
24,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.4077946,0.31668636,0.35954785,0.38059825,0.29821783,0.45486385,0.22713847,0.53465176,0.1498708,0.62451327,0.06381255,0.72625655,0.5498885,0.32971781,0.6236226,0.40642473,0.69389856,0.49453902,0.76517105,0.5898212,0.84409344,0.6948725,0.9218821,0.81207526
10,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.39128196,0.30730563,0.34832603,0.37202668,0.290172,0.44755915,0.22057359,0.5277603,0.14485665,0.6185967,0.059183486,0.72188675,0.53396,0.3210693,0.614197,0.39953703,0.6888002,0.48968524,0.76334894,0.5865965,0.84611416,0.6940446,0.9256857,0.8131505
8,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.38769817,0.30975398,0.34268767,0.37360156,0.2829355,0.44861633,0.21192554,0.52741385,0.13515046,0.6169501,0.049008094,0.71898395,0.5334141,0.3239896,0.6127051,0.40234888,0.68695366,0.49239877,0.7600455,0.5886488,0.84200335,0.6955565,0.92115855,0.8141
8,0.34419173,0.2904432,0.29849198,0.36805472,0.23765858,0.4545694,0.16452779,0.5461929,0.08598765,0.64717716,0.003717595,0.76694417,0.47615898,0.30628356,0.5523626,0.39673764,0.62912536,0.4954902,0.7035694,0.6040399,0.78753155,0.72242427,0.8644203,0.85789114,0.3907241,0.31122202,0.34445482,0.37618917,0.28401148,0.4524998,0.21260941,0.53284305,0.13554989,0.6238698,0.049645618,0.7272343,0.5353135,0.32339412,0.61305684,0.4008757,0.6861031,0.48977974,0.75850844,0.58536553,0.8395811,0.6911701,0.9177989,0.8085255
